"No.","Time","Source","Destination","Protocol","Length","Info"
"8820","5.940012","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1448981 Win=136096 Len=0 TSval=247169713 TSecr=3719275359"
"8821","5.940022","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1451877 Win=133216 Len=0 TSval=247169713 TSecr=3719275359"
"8822","5.940666","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1453325 Win=139008 Len=0 TSval=247169713 TSecr=3719275359"
"8823","5.940841","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8824","5.940844","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8825","5.940845","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8826","5.940846","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8827","5.940846","54.192.103.131","192.168.1.81","TLSv1.2","596","Application Data"
"8828","5.940880","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1456221 Win=136096 Len=0 TSval=247169713 TSecr=3719275359"
"8829","5.940881","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28178 Ack=1456221 Win=139008 Len=0 TSval=247169713 TSecr=3719275359"
"8830","5.940881","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1459117 Win=136096 Len=0 TSval=247169713 TSecr=3719275359"
"8831","5.940892","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28178 Ack=1459117 Win=139008 Len=0 TSval=247169713 TSecr=3719275359"
"8832","5.940892","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1459647 Win=138464 Len=0 TSval=247169713 TSecr=3719275359"
"8833","5.948332","54.192.103.131","192.168.1.81","TCP","66","443 > 58992 [ACK] Seq=510719 Ack=9216 Win=36352 Len=0 TSval=3914829956 TSecr=247169706"
"8834","5.984895","192.168.1.81","54.192.103.131","TLSv1.2","646","Application Data"
"8835","6.003156","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8836","6.003659","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8837","6.003662","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8838","6.003663","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8839","6.003664","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8840","6.003665","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8841","6.003680","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8842","6.003681","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8843","6.003777","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1462543 Win=137568 Len=0 TSval=247169775 TSecr=3719275365"
"8844","6.003778","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1465439 Win=134656 Len=0 TSval=247169775 TSecr=3719275365"
"8845","6.003778","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28758 Ack=1465439 Win=139008 Len=0 TSval=247169775 TSecr=3719275365"
"8846","6.003778","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1468335 Win=136096 Len=0 TSval=247169775 TSecr=3719275365"
"8847","6.003778","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1471231 Win=133216 Len=0 TSval=247169775 TSecr=3719275365"
"8848","6.003870","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28758 Ack=1471231 Win=139008 Len=0 TSval=247169775 TSecr=3719275365"
"8849","6.004672","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8850","6.004686","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8851","6.004686","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8852","6.004687","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8853","6.004688","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8854","6.004689","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8855","6.004689","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8856","6.004690","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8857","6.004813","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8858","6.004815","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8859","6.004816","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8860","6.004817","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8861","6.004817","54.192.103.131","192.168.1.81","TLSv1.2","469","Application Data"
"8862","6.004861","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1474127 Win=136096 Len=0 TSval=247169776 TSecr=3719275365"
"8863","6.004861","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28758 Ack=1474127 Win=139008 Len=0 TSval=247169776 TSecr=3719275365"
"8864","6.004861","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1476060 Win=137088 Len=0 TSval=247169776 TSecr=3719275365"
"8865","6.004861","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1478956 Win=134176 Len=0 TSval=247169776 TSecr=3719275365"
"8866","6.004862","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1480404 Win=139008 Len=0 TSval=247169776 TSecr=3719275365"
"8867","6.004862","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1483300 Win=136096 Len=0 TSval=247169776 TSecr=3719275365"
"8868","6.004862","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1486196 Win=133216 Len=0 TSval=247169776 TSecr=3719275365"
"8869","6.004862","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28758 Ack=1488047 Win=131360 Len=0 TSval=247169776 TSecr=3719275365"
"8870","6.005473","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28758 Ack=1488047 Win=139008 Len=0 TSval=247169776 TSecr=3719275365"
"8871","6.010320","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8872","6.010751","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8873","6.010754","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8874","6.010755","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8875","6.010756","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8876","6.010757","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8877","6.010758","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8878","6.010759","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8879","6.010859","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=513615 Win=129600 Len=0 TSval=247169781 TSecr=3914829963"
"8880","6.010859","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=516511 Win=128160 Len=0 TSval=247169781 TSecr=3914829963"
"8881","6.010860","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9216 Ack=516511 Win=131072 Len=0 TSval=247169781 TSecr=3914829963"
"8882","6.010860","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=519407 Win=128160 Len=0 TSval=247169781 TSecr=3914829963"
"8883","6.010860","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9216 Ack=519407 Win=131072 Len=0 TSval=247169781 TSecr=3914829963"
"8884","6.010860","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=522303 Win=128160 Len=0 TSval=247169781 TSecr=3914829963"
"8885","6.010860","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9216 Ack=522303 Win=131072 Len=0 TSval=247169781 TSecr=3914829963"
"8886","6.011539","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8887","6.011541","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8888","6.011542","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8889","6.011543","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8890","6.011544","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8891","6.011545","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8892","6.011586","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=525199 Win=128160 Len=0 TSval=247169782 TSecr=3914829963"
"8893","6.011586","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9216 Ack=525199 Win=131072 Len=0 TSval=247169782 TSecr=3914829963"
"8894","6.011586","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=527132 Win=129120 Len=0 TSval=247169782 TSecr=3914829963"
"8895","6.011594","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=528580 Win=131072 Len=0 TSval=247169782 TSecr=3914829963"
"8896","6.011737","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8897","6.011740","54.192.103.131","192.168.1.81","TLSv1.2","259","Application Data"
"8898","6.011763","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=531476 Win=128160 Len=0 TSval=247169782 TSecr=3914829963"
"8899","6.011769","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9216 Ack=531669 Win=127968 Len=0 TSval=247169782 TSecr=3914829963"
"8900","6.012158","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9216 Ack=531669 Win=131072 Len=0 TSval=247169782 TSecr=3914829963"
"8901","6.012881","192.168.1.81","54.192.103.131","TLSv1.2","572","Application Data"
"8902","6.030279","54.192.103.131","192.168.1.81","TLSv1.2","584","Application Data"
"8903","6.030317","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1488565 Win=138496 Len=0 TSval=247169800 TSecr=3719275368"
"8904","6.030851","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8905","6.030853","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8906","6.030854","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8907","6.030881","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1491461 Win=136096 Len=0 TSval=247169800 TSecr=3719275368"
"8908","6.030929","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1492909 Win=139008 Len=0 TSval=247169800 TSecr=3719275368"
"8909","6.031888","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8910","6.032339","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8911","6.032342","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8912","6.032343","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8913","6.032344","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8914","6.032345","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8915","6.032373","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1495805 Win=137568 Len=0 TSval=247169801 TSecr=3719275368"
"8916","6.032373","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1498701 Win=136096 Len=0 TSval=247169801 TSecr=3719275368"
"8917","6.032425","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1501597 Win=133216 Len=0 TSval=247169801 TSecr=3719275368"
"8918","6.032425","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=29264 Ack=1501597 Win=139008 Len=0 TSval=247169801 TSecr=3719275368"
"8919","6.033297","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8920","6.033303","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8921","6.033307","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8922","6.033310","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8923","6.033313","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8924","6.033317","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8925","6.033321","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8926","6.033323","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8927","6.033327","54.192.103.131","192.168.1.81","TLSv1.2","341","Application Data"
"8928","6.033420","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1504493 Win=136096 Len=0 TSval=247169802 TSecr=3719275368"
"8929","6.033420","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=29264 Ack=1504493 Win=139008 Len=0 TSval=247169802 TSecr=3719275368"
"8930","6.033434","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1504978 Win=138528 Len=0 TSval=247169802 TSecr=3719275368"
"8931","6.033666","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1507874 Win=136096 Len=0 TSval=247169802 TSecr=3719275368"
"8932","6.033667","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1510770 Win=133216 Len=0 TSval=247169802 TSecr=3719275368"
"8933","6.033667","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29264 Ack=1512493 Win=131488 Len=0 TSval=247169802 TSecr=3719275368"
"8934","6.033667","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=29264 Ack=1512493 Win=139008 Len=0 TSval=247169802 TSecr=3719275368"
"8935","6.059831","192.168.1.81","54.192.103.131","TLSv1.2","606","Application Data"
"8936","6.061294","192.168.1.81","54.192.103.131","TLSv1.2","608","Application Data"
"8939","6.076221","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8940","6.076611","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8941","6.076613","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8942","6.076614","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8943","6.076615","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8944","6.076616","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8945","6.076617","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8946","6.076618","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8947","6.076668","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29804 Ack=1515389 Win=137568 Len=0 TSval=247169843 TSecr=3719275372"
"8948","6.076668","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29804 Ack=1518285 Win=136096 Len=0 TSval=247169843 TSecr=3719275372"
"8949","6.076734","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=29804 Ack=1518285 Win=139008 Len=0 TSval=247169843 TSecr=3719275372"
"8950","6.076734","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29804 Ack=1519733 Win=139008 Len=0 TSval=247169843 TSecr=3719275372"
"8951","6.076734","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29804 Ack=1522629 Win=136096 Len=0 TSval=247169843 TSecr=3719275372"
"8952","6.076734","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29804 Ack=1524077 Win=134656 Len=0 TSval=247169843 TSecr=3719275372"
"8953","6.077424","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8954","6.077427","54.192.103.131","192.168.1.81","TLSv1.2","1052","Application Data"
"8955","6.077428","54.192.103.131","192.168.1.81","TCP","66","443 > 58992 [ACK] Seq=531669 Ack=9758 Win=37376 Len=0 TSval=3914829969 TSecr=247169829"
"8956","6.077457","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=29804 Ack=1526511 Win=136576 Len=0 TSval=247169844 TSecr=3719275372"
"8957","6.087414","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8958","6.087799","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8959","6.087801","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8960","6.087802","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8961","6.087803","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8962","6.087837","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9758 Ack=534565 Win=129600 Len=0 TSval=247169854 TSecr=3914829970"
"8963","6.087889","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9758 Ack=537461 Win=128160 Len=0 TSval=247169854 TSecr=3914829970"
"8964","6.087889","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9758 Ack=537461 Win=131072 Len=0 TSval=247169854 TSecr=3914829970"
"8965","6.087889","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9758 Ack=538909 Win=131072 Len=0 TSval=247169854 TSecr=3914829970"
"8966","6.088506","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8967","6.088508","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8968","6.088509","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8969","6.088510","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8970","6.088511","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8971","6.088511","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8972","6.088512","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8973","6.088541","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9758 Ack=541805 Win=128160 Len=0 TSval=247169855 TSecr=3914829970"
"8974","6.088547","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9758 Ack=541805 Win=131072 Len=0 TSval=247169855 TSecr=3914829970"
"8975","6.088551","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=9758 Ack=544701 Win=128160 Len=0 TSval=247169855 TSecr=3914829970"
"8976","6.088554","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=9758 Ack=544701 Win=131072 Len=0 TSval=247169855 TSecr=3914829970"
