"No.","Time","Source","Destination","Protocol","Length","Info"
"9672","15.570779000","172.20.7.83","68.67.153.248","HTTP","1164","GET /getuid?http://beacon.krxd.net/usermatch.gif?adnxs_uid=$UID HTTP/1.1 "
"9674","15.587091000","172.20.7.83","216.58.216.194","TCP","66","57378 > 80 [FIN, ACK] Seq=1064 Ack=471 Win=131392 Len=0 TSval=1626202719 TSecr=3192898082"
"9676","15.587522000","172.20.7.83","216.58.216.194","TCP","66","57377 > 80 [FIN, ACK] Seq=1059 Ack=471 Win=131392 Len=0 TSval=1626202719 TSecr=3192858853"
"9678","15.588837000","172.20.7.83","31.13.71.1","TLSv1.2","488","Application Data"
"9681","15.590411000","172.20.7.83","31.13.69.203","TCP","78","57387 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202721 TSecr=0 SACK_PERM=1"
"9683","15.590936000","172.20.7.83","31.13.71.7","TCP","78","57388 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202721 TSecr=0 SACK_PERM=1"
"9684","15.593582000","72.30.202.150","172.20.7.83","TCP","66","443 > 57386 [ACK] Seq=1 Ack=221 Win=15872 Len=0 TSval=160500961 TSecr=1626202692"
"9685","15.600011000","54.243.65.91","172.20.7.83","TCP","66","80 > 57382 [ACK] Seq=1 Ack=1449 Win=34816 Len=0 TSval=1194217420 TSecr=1626202691"
"9686","15.600305000","54.243.65.91","172.20.7.83","TCP","66","80 > 57382 [ACK] Seq=1 Ack=1852 Win=34816 Len=0 TSval=1194217420 TSecr=1626202691"
"9687","15.601465000","54.243.65.91","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"9688","15.601624000","54.243.65.91","172.20.7.83","HTTP","902","HTTP/1.1 302 Found  (text/html)"
"9689","15.601682000","172.20.7.83","54.243.65.91","TCP","66","57382 > 80 [ACK] Seq=1852 Ack=2285 Win=130208 Len=0 TSval=1626202731 TSecr=1194217421"
"9690","15.601872000","72.30.202.150","172.20.7.83","TLSv1.2","1514","Server Hello"
"9691","15.602151000","72.30.202.150","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"9692","15.602153000","72.30.202.150","172.20.7.83","TLSv1.2","1266","Certificate"
"9693","15.602154000","72.30.202.150","172.20.7.83","TLSv1.2","291","Server Key Exchange"
"9694","15.602185000","172.20.7.83","72.30.202.150","TCP","66","57386 > 443 [ACK] Seq=221 Ack=2897 Win=129600 Len=0 TSval=1626202731 TSecr=160500968"
"9695","15.602239000","172.20.7.83","72.30.202.150","TCP","66","57386 > 443 [ACK] Seq=221 Ack=4097 Win=128416 Len=0 TSval=1626202731 TSecr=160500969"
"9696","15.602239000","172.20.7.83","72.30.202.150","TCP","66","57386 > 443 [ACK] Seq=221 Ack=4322 Win=128192 Len=0 TSval=1626202731 TSecr=160500969"
"9697","15.603588000","172.20.7.83","72.30.202.150","TLSv1.2","257","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"9698","15.606482000","107.21.249.50","172.20.7.83","HTTP","532","HTTP/1.1 302 Found "
"9699","15.606567000","172.20.7.83","107.21.249.50","TCP","54","57384 > 80 [ACK] Seq=628 Ack=479 Win=261664 Len=0"
"9700","15.606662000","107.21.249.50","172.20.7.83","TCP","54","80 > 57384 [FIN, ACK] Seq=479 Ack=628 Win=19456 Len=0"
"9701","15.606713000","172.20.7.83","107.21.249.50","TCP","54","57384 > 80 [ACK] Seq=628 Ack=480 Win=262144 Len=0"
"9702","15.610058000","31.13.69.203","172.20.7.83","TCP","74","443 > 57387 [SYN, ACK] Seq=0 Ack=1 Win=13980 Len=0 MSS=1410 SACK_PERM=1 TSval=1136998583 TSecr=1626202721 WS=256"
"9703","15.610141000","172.20.7.83","31.13.69.203","TCP","66","57387 > 443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1626202738 TSecr=1136998583"
"9704","15.610311000","172.20.7.83","31.13.69.203","TLSv1.2","583","Client Hello"
"9705","15.612180000","31.13.71.7","172.20.7.83","TCP","74","443 > 57388 [SYN, ACK] Seq=0 Ack=1 Win=13980 Len=0 MSS=1410 SACK_PERM=1 TSval=1669224480 TSecr=1626202721 WS=256"
"9706","15.612258000","172.20.7.83","31.13.71.7","TCP","66","57388 > 443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1626202740 TSecr=1669224480"
"9707","15.612410000","172.20.7.83","31.13.71.7","TLSv1.2","282","Client Hello"
"9708","15.616542000","172.20.7.83","72.30.202.150","TLSv1.2","1355","Application Data"
"9709","15.620642000","216.58.216.194","172.20.7.83","TCP","66","80 > 57378 [FIN, ACK] Seq=471 Ack=1065 Win=44672 Len=0 TSval=3192898189 TSecr=1626202719"
"9710","15.620756000","172.20.7.83","216.58.216.194","TCP","66","57378 > 80 [ACK] Seq=1065 Ack=472 Win=131392 Len=0 TSval=1626202748 TSecr=3192898189"
"9711","15.622419000","68.67.153.248","172.20.7.83","TCP","66","80 > 57381 [ACK] Seq=1 Ack=1099 Win=29184 Len=0 TSval=2246920942 TSecr=1626202703"
"9712","15.622727000","68.67.153.248","172.20.7.83","HTTP","762","HTTP/1.1 302 Found "
"9713","15.622788000","172.20.7.83","68.67.153.248","TCP","66","57381 > 80 [ACK] Seq=1099 Ack=697 Win=131072 Len=0 TSval=1626202749 TSecr=2246920942"
"9714","15.624418000","216.58.216.194","172.20.7.83","TCP","66","80 > 57377 [FIN, ACK] Seq=471 Ack=1060 Win=44672 Len=0 TSval=3192858960 TSecr=1626202719"
"9715","15.624468000","172.20.7.83","216.58.216.194","TCP","66","57377 > 80 [ACK] Seq=1060 Ack=472 Win=131392 Len=0 TSval=1626202750 TSecr=3192858960"
"9716","15.626084000","31.13.71.1","172.20.7.83","TLSv1.2","108","Application Data"
"9717","15.626134000","172.20.7.83","31.13.71.1","TCP","66","50845 > 443 [ACK] Seq=3237 Ack=3857 Win=976 Len=0 TSval=1626202751 TSecr=1669060769"
"9718","15.631304000","31.13.69.203","172.20.7.83","TCP","66","443 > 57387 [ACK] Seq=1 Ack=518 Win=15104 Len=0 TSval=1136998602 TSecr=1626202738"
"9719","15.631823000","31.13.69.203","172.20.7.83","TLSv1.2","248","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"9720","15.631892000","172.20.7.83","31.13.69.203","TCP","66","57387 > 443 [ACK] Seq=518 Ack=183 Win=131200 Len=0 TSval=1626202756 TSecr=1136998602"
"9721","15.632040000","172.20.7.83","31.13.69.203","TLSv1.2","182","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"9722","15.633601000","31.13.71.7","172.20.7.83","TCP","66","443 > 57388 [ACK] Seq=1 Ack=217 Win=15104 Len=0 TSval=1669224501 TSecr=1626202740"
"9723","15.634812000","31.13.71.7","172.20.7.83","TLSv1.2","1464","Server Hello"
"9724","15.634816000","31.13.71.7","172.20.7.83","TCP","1464","[TCP segment of a reassembled PDU]"
"9725","15.634817000","31.13.71.7","172.20.7.83","TLSv1.2","468","Certificate"
"9726","15.634920000","172.20.7.83","31.13.71.7","TCP","66","57388 > 443 [ACK] Seq=217 Ack=2797 Win=128608 Len=0 TSval=1626202759 TSecr=1669224502"
"9727","15.634921000","172.20.7.83","31.13.71.7","TCP","66","57388 > 443 [ACK] Seq=217 Ack=3199 Win=130656 Len=0 TSval=1626202759 TSecr=1669224502"
"9728","15.636601000","172.20.7.83","31.13.71.7","TLSv1.2","257","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"9729","15.641838000","72.30.202.150","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"9730","15.641926000","172.20.7.83","72.30.202.150","TCP","66","57386 > 443 [ACK] Seq=1701 Ack=4564 Win=130816 Len=0 TSval=1626202765 TSecr=160501007"
"9731","15.651775000","31.13.69.203","172.20.7.83","TLSv1.2","123","Application Data"
"9732","15.651859000","172.20.7.83","31.13.69.203","TCP","66","57387 > 443 [ACK] Seq=634 Ack=240 Win=131168 Len=0 TSval=1626202774 TSecr=1136998624"
"9733","15.654203000","72.30.202.150","172.20.7.83","TLSv1.2","707","Application Data"
"9734","15.654290000","172.20.7.83","72.30.202.150","TCP","66","57386 > 443 [ACK] Seq=1701 Ack=5205 Win=130400 Len=0 TSval=1626202776 TSecr=160501020"
"9735","15.658241000","31.13.71.7","172.20.7.83","TLSv1.2","324","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"9736","15.658326000","172.20.7.83","31.13.71.7","TCP","66","57388 > 443 [ACK] Seq=408 Ack=3457 Win=130784 Len=0 TSval=1626202780 TSecr=1669224526"
"9737","15.658435000","31.13.71.7","172.20.7.83","TLSv1.2","123","Application Data"
"9738","15.658489000","172.20.7.83","31.13.71.7","TCP","66","57388 > 443 [ACK] Seq=408 Ack=3514 Win=130752 Len=0 TSval=1626202780 TSecr=1669224526"
"9739","15.665422000","172.20.7.83","198.57.30.31","TCP","66","57357 > 80 [FIN, ACK] Seq=563 Ack=332 Win=65535 Len=0 TSval=1626202787 TSecr=1513395438"
"9742","15.669927000","172.20.7.83","72.2.116.215","TCP","78","57389 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202791 TSecr=0 SACK_PERM=1"
"9743","15.682442000","172.20.7.83","70.42.33.241","TCP","66","57380 > 80 [FIN, ACK] Seq=518 Ack=482 Win=65535 Len=0 TSval=1626202803 TSecr=1512542243"
"9744","15.683979000","172.20.7.83","107.21.249.50","TCP","54","57384 > 80 [FIN, ACK] Seq=628 Ack=480 Win=262144 Len=0"
"9745","15.685335000","172.20.7.83","23.23.199.129","TCP","78","57390 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202805 TSecr=0 SACK_PERM=1"
"9746","15.685509000","172.20.7.83","23.23.199.129","TCP","78","57391 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202805 TSecr=0 SACK_PERM=1"
"9747","15.685808000","172.20.7.83","68.67.153.248","TCP","66","57381 > 80 [FIN, ACK] Seq=1099 Ack=697 Win=131072 Len=0 TSval=1626202805 TSecr=2246920942"
"9748","15.685969000","172.20.7.83","23.23.199.129","TCP","78","57392 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202805 TSecr=0 SACK_PERM=1"
"9749","15.686102000","172.20.7.83","54.243.65.91","TCP","66","57382 > 80 [FIN, ACK] Seq=1852 Ack=2285 Win=131072 Len=0 TSval=1626202805 TSecr=1194217421"
"9750","15.686257000","172.20.7.83","23.23.199.129","TCP","78","57393 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202805 TSecr=0 SACK_PERM=1"
"9751","15.686412000","172.20.7.83","54.172.55.84","TCP","66","57383 > 80 [FIN, ACK] Seq=621 Ack=276 Win=131488 Len=0 TSval=1626202806 TSecr=2510607967"
"9752","15.686495000","172.20.7.83","23.23.199.129","TCP","78","57394 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202806 TSecr=0 SACK_PERM=1"
"9753","15.686582000","172.20.7.83","50.116.194.21","TCP","54","57367 > 80 [FIN, ACK] Seq=1008 Ack=525 Win=65535 Len=0"
"9754","15.686720000","172.20.7.83","23.23.199.129","TCP","78","57395 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202806 TSecr=0 SACK_PERM=1"
"9755","15.686949000","172.20.7.83","54.230.100.152","TCP","66","57002 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202806 TSecr=3976557679"
"9756","15.687039000","172.20.7.83","8.15.229.45","TCP","78","57396 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202806 TSecr=0 SACK_PERM=1"
"9757","15.687196000","172.20.7.83","23.23.199.129","TLSv1.2","1092","Application Data"
"9758","15.693468000","72.2.116.215","172.20.7.83","TCP","74","80 > 57389 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=868110351 TSecr=1626202791 WS=256"
"9759","15.693560000","172.20.7.83","72.2.116.215","TCP","66","57389 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202813 TSecr=868110351"
"9760","15.693753000","172.20.7.83","72.2.116.215","HTTP","475","GET /pageviews/c4e51996-fae5-4bf6-a8df-737a5f5ef12c/0 HTTP/1.1 "
"9761","15.694434000","198.57.30.31","172.20.7.83","TCP","66","80 > 57357 [ACK] Seq=332 Ack=564 Win=4942 Len=0 TSval=1513396393 TSecr=1626202787"
"9762","15.694499000","172.20.7.83","198.57.30.31","TCP","66","[TCP Dup ACK 9060#1] 57357 > 80 [ACK] Seq=564 Ack=332 Win=65535 Len=0 TSval=1626202813 TSecr=1513396393"
"9763","15.694729000","198.57.30.31","172.20.7.83","TCP","66","80 > 57357 [FIN, ACK] Seq=332 Ack=564 Win=4942 Len=0 TSval=1513396393 TSecr=1626202787"
"9764","15.694778000","172.20.7.83","198.57.30.31","TCP","66","57357 > 80 [ACK] Seq=564 Ack=333 Win=65535 Len=0 TSval=1626202814 TSecr=1513396393"
"9765","15.701009000","70.42.33.241","172.20.7.83","TCP","66","80 > 57380 [ACK] Seq=482 Ack=519 Win=4897 Len=0 TSval=1512542387 TSecr=1626202803"
"9766","15.702543000","54.230.100.152","172.20.7.83","TCP","66","80 > 57002 [FIN, ACK] Seq=1 Ack=2 Win=14592 Len=0 TSval=3976558599 TSecr=1626202806"
"9767","15.702625000","172.20.7.83","54.230.100.152","TCP","66","57002 > 80 [ACK] Seq=2 Ack=2 Win=131744 Len=0 TSval=1626202821 TSecr=3976558599"
"9768","15.702899000","23.23.199.129","172.20.7.83","TCP","74","80 > 57390 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=748544709 TSecr=1626202805 WS=256"
"9769","15.702958000","172.20.7.83","23.23.199.129","TCP","66","57390 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202821 TSecr=748544709"
"9770","15.703169000","172.20.7.83","23.23.199.129","HTTP","1059","GET /data.gif?_kuid=KFrQH57Y&_kdpid=d7158cb7-a851-4e3c-b7ab-cc9e815b2399&dlxid=2015100110424113995282631488&dlxdata= HTTP/1.1 "
"9771","15.703288000","54.172.55.84","172.20.7.83","TCP","66","80 > 57383 [FIN, ACK] Seq=276 Ack=622 Win=15872 Len=0 TSval=2510608003 TSecr=1626202806"
"9772","15.703347000","172.20.7.83","54.172.55.84","TCP","66","57383 > 80 [ACK] Seq=622 Ack=277 Win=131488 Len=0 TSval=1626202821 TSecr=2510608003"
"9773","15.703482000","23.23.199.129","172.20.7.83","TCP","74","80 > 57391 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=748544709 TSecr=1626202805 WS=256"
"9774","15.703532000","172.20.7.83","23.23.199.129","TCP","66","57391 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202821 TSecr=748544709"
"9775","15.703757000","172.20.7.83","23.23.199.129","HTTP","1028","GET /usermatch.gif?partner=videology&partner_uid=20c83db0-7bb8-4c0b-a36b-cffd13347e3f HTTP/1.1 "
"9776","15.704519000","23.23.199.129","172.20.7.83","TCP","74","80 > 57393 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=748544709 TSecr=1626202805 WS=256"
"9777","15.704580000","172.20.7.83","23.23.199.129","TCP","66","57393 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202822 TSecr=748544709"
"9778","15.704775000","172.20.7.83","23.23.199.129","HTTP","1009","GET /usermatch.gif?partner=flashtalking&partner_uid=28300D567483E7 HTTP/1.1 "
"9779","15.706156000","23.23.199.129","172.20.7.83","TCP","74","80 > 57395 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=748544710 TSecr=1626202806 WS=256"
"9780","15.706161000","23.23.199.129","172.20.7.83","TCP","74","80 > 57394 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=748544710 TSecr=1626202806 WS=256"
"9781","15.706162000","23.23.199.129","172.20.7.83","TCP","74","80 > 57392 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=748544709 TSecr=1626202805 WS=256"
"9782","15.706246000","172.20.7.83","23.23.199.129","TCP","66","57395 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202824 TSecr=748544710"
"9783","15.706246000","172.20.7.83","23.23.199.129","TCP","66","57394 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202824 TSecr=748544710"
"9784","15.706318000","172.20.7.83","23.23.199.129","TCP","66","57392 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202824 TSecr=748544709"
"9785","15.706515000","172.20.7.83","23.23.199.129","HTTP","1022","GET /usermatch.gif?partner=ttd&partner_uid=a18feb73-a7a9-471a-a3f9-168c817067fb HTTP/1.1 "
"9786","15.706692000","172.20.7.83","23.23.199.129","HTTP","1035","GET /usermatch.gif?partner_id=cb276571-e0d9-4438-9fd4-80a1ff034b01&puid=-5963270024582519130 HTTP/1.1 "
"9787","15.706755000","172.20.7.83","23.23.199.129","HTTP","991","GET /usermatch.gif?adnxs_uid=1475507848491843490 HTTP/1.1 "
"9788","15.707504000","23.23.199.129","172.20.7.83","TLSv1.2","691","Application Data"
"9789","15.707572000","172.20.7.83","23.23.199.129","TCP","66","57177 > 443 [ACK] Seq=5351 Ack=7906 Win=130432 Len=0 TSval=1626202825 TSecr=748544710"
"9790","15.709084000","8.15.229.45","172.20.7.83","TCP","74","80 > 57396 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=3996984974 TSecr=1626202806 WS=128"
"9791","15.709165000","172.20.7.83","8.15.229.45","TCP","66","57396 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202826 TSecr=3996984974"
"9792","15.709336000","172.20.7.83","8.15.229.45","TCP","1514","[TCP segment of a reassembled PDU]"
"9793","15.709337000","172.20.7.83","8.15.229.45","TCP","1514","[TCP segment of a reassembled PDU]"
"9794","15.709338000","172.20.7.83","8.15.229.45","TCP","1514","[TCP segment of a reassembled PDU]"
"9795","15.714089000","31.13.71.1","172.20.7.83","TLSv1.2","390","Application Data"
"9796","15.714178000","172.20.7.83","31.13.71.1","TCP","66","50845 > 443 [ACK] Seq=3237 Ack=4181 Win=966 Len=0 TSval=1626202831 TSecr=1669060850"
"9797","15.717006000","72.2.116.215","172.20.7.83","TCP","66","80 > 57389 [ACK] Seq=1 Ack=410 Win=30208 Len=0 TSval=868110357 TSecr=1626202813"
"9798","15.719511000","107.21.249.50","172.20.7.83","TCP","54","80 > 57384 [ACK] Seq=480 Ack=629 Win=19456 Len=0"
"9799","15.719757000","23.23.199.129","172.20.7.83","TCP","66","80 > 57390 [ACK] Seq=1 Ack=994 Win=19968 Len=0 TSval=748544713 TSecr=1626202821"
"9800","15.720368000","54.243.65.91","172.20.7.83","TCP","66","80 > 57382 [FIN, ACK] Seq=2285 Ack=1853 Win=34816 Len=0 TSval=1194217451 TSecr=1626202805"
"9801","15.720442000","172.20.7.83","54.243.65.91","TCP","66","57382 > 80 [ACK] Seq=1853 Ack=2286 Win=131072 Len=0 TSval=1626202835 TSecr=1194217451"
"9802","15.720621000","50.116.194.21","172.20.7.83","TCP","54","80 > 57367 [FIN, ACK] Seq=525 Ack=1009 Win=16112 Len=0"
"9803","15.720672000","172.20.7.83","50.116.194.21","TCP","54","57367 > 80 [ACK] Seq=1009 Ack=526 Win=65535 Len=0"
"9804","15.721250000","23.23.199.129","172.20.7.83","TCP","66","80 > 57391 [ACK] Seq=1 Ack=963 Win=19968 Len=0 TSval=748544714 TSecr=1626202822"
"9805","15.721432000","23.23.199.129","172.20.7.83","HTTP","662","HTTP/1.1 204 No Content "
"9806","15.721488000","172.20.7.83","23.23.199.129","TCP","66","57390 > 80 [ACK] Seq=994 Ack=597 Win=131168 Len=0 TSval=1626202836 TSecr=748544714"
"9807","15.721733000","23.23.199.129","172.20.7.83","TCP","66","80 > 57393 [ACK] Seq=1 Ack=944 Win=19968 Len=0 TSval=748544714 TSecr=1626202823"
"9808","15.722086000","23.23.199.129","172.20.7.83","TCP","66","80 > 57395 [ACK] Seq=1 Ack=957 Win=19968 Len=0 TSval=748544714 TSecr=1626202824"
"9809","15.722696000","23.23.199.129","172.20.7.83","HTTP","662","HTTP/1.1 204 No Content "
"9810","15.722760000","172.20.7.83","23.23.199.129","TCP","66","57391 > 80 [ACK] Seq=963 Ack=597 Win=131168 Len=0 TSval=1626202837 TSecr=748544714"
"9811","15.723042000","23.23.199.129","172.20.7.83","HTTP","662","HTTP/1.1 204 No Content "
"9812","15.723085000","172.20.7.83","23.23.199.129","TCP","66","57393 > 80 [ACK] Seq=944 Ack=597 Win=131168 Len=0 TSval=1626202838 TSecr=748544714"
"9813","15.723562000","23.23.199.129","172.20.7.83","HTTP","662","HTTP/1.1 204 No Content "
"9814","15.723606000","172.20.7.83","23.23.199.129","TCP","66","57395 > 80 [ACK] Seq=957 Ack=597 Win=131168 Len=0 TSval=1626202838 TSecr=748544714"
"9815","15.723845000","23.23.199.129","172.20.7.83","TCP","66","80 > 57394 [ACK] Seq=1 Ack=970 Win=19968 Len=0 TSval=748544714 TSecr=1626202824"
"9816","15.724168000","23.23.199.129","172.20.7.83","TCP","66","80 > 57392 [ACK] Seq=1 Ack=926 Win=19968 Len=0 TSval=748544714 TSecr=1626202824"
"9817","15.724829000","23.23.199.129","172.20.7.83","HTTP","662","HTTP/1.1 204 No Content "
"9818","15.724902000","172.20.7.83","23.23.199.129","TCP","66","57394 > 80 [ACK] Seq=970 Ack=597 Win=131168 Len=0 TSval=1626202839 TSecr=748544714"
"9819","15.725136000","23.23.199.129","172.20.7.83","HTTP","662","HTTP/1.1 204 No Content "
"9820","15.725192000","172.20.7.83","23.23.199.129","TCP","66","57392 > 80 [ACK] Seq=926 Ack=597 Win=131168 Len=0 TSval=1626202839 TSecr=748544714"
"9821","15.731482000","68.67.153.248","172.20.7.83","TCP","66","80 > 57381 [FIN, ACK] Seq=697 Ack=1100 Win=29184 Len=0 TSval=2246920970 TSecr=1626202805"
"9822","15.731566000","172.20.7.83","68.67.153.248","TCP","66","57381 > 80 [ACK] Seq=1100 Ack=698 Win=131072 Len=0 TSval=1626202845 TSecr=2246920970"
"9823","15.732686000","8.15.229.45","172.20.7.83","TCP","66","80 > 57396 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=3996984996 TSecr=1626202826"
"9824","15.732767000","172.20.7.83","8.15.229.45","HTTP","333","GET /pixel/5500/?atr=000&fl=&age=&gender=&st=&sk=015001017340001894556&pd=&cbr=&mip=&dm=&py=&l0=http://beacon.krxd.net/data.gif?_kdpid=2111c0af-fc3a-446f-ab07-63aa74fbde8e&_kua_seg=000&_kua_zip=&_kua_age=&_kua_gender=&_k_adadvisor_key=015001017340001894556 HTTP/1.1 "
"9825","15.733021000","8.15.229.45","172.20.7.83","TCP","66","80 > 57396 [ACK] Seq=1 Ack=2897 Win=20352 Len=0 TSval=3996984997 TSecr=1626202826"
"9826","15.733354000","8.15.229.45","172.20.7.83","TCP","66","80 > 57396 [ACK] Seq=1 Ack=4345 Win=23168 Len=0 TSval=3996984997 TSecr=1626202826"
"9827","15.739025000","172.20.7.83","52.21.120.173","HTTP","1335","GET /pixel.gif?e=0&q=0&lo=1&qs=1&ak=https%3A%2F%2Ftpc.googlesyndication.com%2Fpagead%2Fimgad%3Fid%3DCICAgKDT4bn8qwEQARgBMgg45L0lKe_oWw&i=CBSDFPCW2&bq=0&g=0&h=47&w=100&cm=22&zMl=yS_U7pxO4E~1mDqM40Aa58qB6GX*0PmLHEKU4WKlMu*-)iM3jctRuik%5BXac_I.gFu%24QArIC.&zMlDm=case.edu&f=0&j=&o=3&t=1444622406810&de=877936535980&cu=1444622406776&m=861&ar=6130155-clean&cb=0&ll=1&ln=1&r=19.0.0&dl=0&dm=1000&dn=-805&gh=1&qa=1440&qb=900&qi=1436&qj=877&qf=1436&qe=805&qh=1421&qg=3936&lk=2752&lb=3936&le=0&ch=0&as=0&ag=0&an=0&gf=0&gg=0&pg=0&pf=0&ib=1&cc=0&bw=0&bx=0&em=0&en=1&bu=0&cd=0&ah=0&am=0&cl=0&au=-1&av=-1&by=-1&at=0&d=25477209%3A131219409%3A133429809%3A85755400089&bo=41141169&bp=41207289&bd=top&dfp=0%2C1&la=41207289&zMoatNotCnet=true&zMoatPT=home-site&zMoatFT=Not%20Specified&zMoatSZ=300x150&zMoatPS=top&zMoatSZPS=300x150%20%7C%20top&zMoatPTAT=home-site&ab=1&ac=1&fd=1&it=500&na=%7B%24DXlN%3Fhitm3sP2i%2BU%5EIh%3E%7Cj8!SzBQ7jjr%3C1B.vpG%2460w%5ErmFB&cs=0 HTTP/1.1 "
"9828","15.754903000","52.21.120.173","172.20.7.83","HTTP","372","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"9829","15.754994000","172.20.7.83","52.21.120.173","TCP","54","56827 > 80 [ACK] Seq=5043 Ack=1273 Win=261824 Len=0"
"9830","15.755084000","8.15.229.45","172.20.7.83","TCP","66","80 > 57396 [ACK] Seq=1 Ack=4612 Win=26112 Len=0 TSval=3996985020 TSecr=1626202846"
"9831","15.757536000","8.15.229.45","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"9832","15.757541000","8.15.229.45","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
